ID Progetto,File,Indirizzo,Imprese,Latitudine,Longitudine
186399,Veneto senza verona e vicenza,ex cartiera Galvani  31029 Vittorio Veneto ( TV ),Luma srl,45.973307,12.3114989
274886,emilia romagna,Via Ponente  40133 Bologna ( BO ),Impresa Percassi SpA,44.5084224,11.2990218
313694,TRENTINO ALTO ADIGE,Zona Gansplatzen  39044 Egna ( BZ ),Mak Costruzioni srl,46.3070976,11.2673189
335871,Veneto senza verona e vicenza,Via Selva Rosata 79  30021 Caorle ( VE ),Manelli Impresa Spa,45.5617946,12.7946751
354036,TRENTINO ALTO ADIGE,Via Alto Adige  39100 Bolzano ( BZ ),CMB Coop.Muratori e Braccianti di Carpi srl,46.4963108,11.3551164
363618,Veneto senza verona e vicenza,Sestiere Dorsoduro 2209  30123 Venezia ( VE ),Errico Costruzioni srl,45.4343206,12.3258343
371374,Veneto senza verona e vicenza,Via del Giglio  35100 Padova ( PD ),San Lorenzo Invest srl,45.4365789,11.882154
386443,TRENTINO ALTO ADIGE,Fr.Settequerce  39018 Terlano ( BZ ),Mastria Costruzioni srl,46.51140470000001,11.2661069
393762,PIEMONTE,Via Verdi 18  10078 Venaria Reale ( TO ),Cobar SpA + Fiammengo Federico srl; integrato,45.1314151,7.6277211
402002,PIEMONTE,C.so Francia 45  10100 Torino ( TO ),Nuova Siet SpA,45.0733691,7.600601699999999
407299,Veneto senza verona e vicenza,via Verdi  35013 Cittadella ( PD ),Tiemme Costruzioni Edili SpA,45.643529,11.7828906
409306,emilia romagna,p.le Farini 21  48121 Ravenna ( RA ),CEAR Consorzio Edili Artigiani Ravenna Soc.; Safer srl; Stylcasa srl,44.4187463,12.205547
410608,PIEMONTE,Via Principi di Villafranca 4  10068 Villafranca Piemonte ( TO ),Capogruppo ATI; MIT srl,44.7833939,7.508184699999999
414116,TRENTINO ALTO ADIGE,Via Piave   38122 Trento ( TN ),Habitat SpA Impresa Costruzioni,46.0625814,11.1262839
416425,PIEMONTE,Str. Castelvecchio  10024 Moncalieri ( TO ),Sinfonia Costruzioni srl,45.0075266,7.7028055
435310,PIEMONTE,via C.Ramo  10090 Buttigliera Alta ( TO ),MIRO srl Costruzioni Edili,45.0823375,7.4266597
437464,PIEMONTE,Via XXIV Maggio 20  28921 Verbania ( VB ),Frua Immobiliare srl,45.9413754,8.5614394
443862,Veneto senza verona e vicenza,Via T.Aspetti 259  35134 Padova ( PD ),Cons. Stabile Conpat scarl; GeDi Group SpA; Taddei Spa,45.4297674,11.8880823
446974,PIEMONTE,via Pisa 38  10152 Torino ( TO ),Perino Piero srl,45.0757341,7.6940428
447227,emilia romagna,Via Bergamo  47838 Riccione ( RN ),I Platani srl; integrato aggiudicato all'impresa segnalata che ha indicato i,43.99267,12.6623023
448261,PIEMONTE,via don Orione  12042 Bra ( CN ),Mondavi Costruzioni Bra,44.7141578,7.8318533
453271,emilia romagna,Via Emilia  40064 Ozzano dell'Emilia ( BO ),Futura Costruzioni srl,44.4437443,11.4788431
454307,emilia romagna,Via S.Eufemia 25  41121 Modena ( MO ),AEC Costruzioni srl,44.6469567,10.9237794
454717,PIEMONTE,P.za Europa  12100 Cuneo ( CN ),Barra Costruzioni srl,44.384053,7.5413579
455789,emilia romagna,Via Costa 106  47822 Santarcangelo di Romagna ( RN ),Zanon Prefabbricati,44.0686715,12.4332105
459380,PIEMONTE,Via Bergamo  10036 Settimo Torinese ( TO ),Bonarrigo Costruzioni srl,45.1502372,7.7826872
459429,PIEMONTE,Via Giuseppe Verdi 9  10124 Torino ( TO ),Alma CIS srl; Capogruppo ATI; Consorzio San Luca srl,45.0695393,7.6896272
459540,Veneto senza verona e vicenza,Via Cavour  35020 Ponte San Nicolò ( PD ),Galiazzo Fratelli Costruzioni srl,45.3640416,11.9099118
459556,TRENTINO ALTO ADIGE,Via Dante 27  39031 Brunico ( BZ ),Elpo srl; Schmidhammer srl; Unionbau SpA + Wipptaler Bau SpA,46.7985767,11.9483053
461433,emilia romagna,Via C. Breveglieri 2/2  44042 Cento ( FE ),Attiva Costruzioni srl; Cires Società Cooperativa; Consorzio Integra Società Cooperativa,44.7306825,11.2910966
462603,TRENTINO ALTO ADIGE,P.za Righi  38086 Pinzolo ( TN ),Pavoni SpA,46.2307443,10.8265439
463397,emilia romagna,Via Cappella 109  41053 Maranello ( MO ),CME Consorzio Imprenditori Edili s.coop.,44.50715960000001,10.8729908
463961,emilia romagna,Via del Municipio 2  47028 Verghereto ( FC ),Baglioni srl,43.79529,12.00567
464092,emilia romagna,Via Montevecchio  47921 Rimini ( RN ),Venturelli Romolo Srl,44.0053215,12.5549224
464989,Veneto senza verona e vicenza,Via Tinto  30174 Venezia ( VE ),Suninvest SpA,45.5107111,12.2447528
468109,Veneto senza verona e vicenza,Via Don Lorenzo Milani  35020 Arzergrande ( PD ),Edil Ciemme srl,45.2749243,12.0754167
468342,PIEMONTE,Str. Profonda  12051 Alba ( CN ),Domus sas,44.6850837,8.0364157
469977,emilia romagna,Via Nonantolana 221  41122 Modena ( MO ),ArCo Lavori s.coop.consortile; VF Costruzioni e Restauri Srl + Scientia srl,44.6542744,10.9396493
470256,PIEMONTE,Via Druento  10044 Pianezza ( TO ),Neglia Costruzioni srl,45.1118731,7.5596479
472222,TRENTINO ALTO ADIGE,Via Castel Flavon 5  39100 Bolzano ( BZ ),Dalle Nogare Costruzioni srl,46.4886044,11.3484601
474845,PIEMONTE,Via Pisa 18  10152 Torino ( TO ),Fiammengo Federico srl,45.0782151,7.6917613
474849,PIEMONTE,Via Langrage 35  10123 Torino ( TO ),Primula Costruzioni srl,45.0645345,7.681906100000001
476035,emilia romagna,Loc. Castelguelfo  43010 Fontevivo ( PR ),Scaramuzza Fabrizio srl,44.825244,10.211905
477823,PIEMONTE,Area ex campo base TAV  28100 Novara ( NO ),MIT srl,45.4467749,8.6168696
477828,PIEMONTE,Area ex Campo Base TAV  28100 Novara ( NO ),Capogruppo ATI; Dussmann Service Italia,45.4467749,8.6168696
478145,Veneto senza verona e vicenza,Via Cavour  30014 Cavarzere ( VE ),Capogruppo ATI; Erre Costruzioni srl; Sogedico srl; integrato; integrato aggiudicato alle imprese segnalate riunite in ATI.,45.1399718,12.085654
478867,PIEMONTE,Via Cravero 107  10095 Grugliasco ( TO ),Selva Mercurio srl,45.06256,7.580214299999999
479028,emilia romagna,Via P. Togliatti  40050 Monte San Pietro ( BO ),Ter Costruzioni srl,44.4484287,11.1893038
479436,emilia romagna,PEEP Q.re Farnesiana  29122 Piacenza ( PC ),BeGen Infrastrutture srl,45.0300347,9.7138525
479847,TRENTINO ALTO ADIGE,Via Carlo Devigili  38017 Mezzolombardo ( TN ),De Vigili Imm.re srl,46.2089268,11.0995313
480772,PIEMONTE,Via Stazione  10090 Rosta ( TO ),Crisma Costruzioni,45.0745412,7.4628222
481673,emilia romagna,Via Brando Brandi  47121 Forlì ( FC ),Olivucci Enea Srl,44.1772213,12.0689615
482388,PIEMONTE,Q.re Sant'Agabio  28100 Novara ( NO ),Mattioda Pierino & Figli SpA; integrato,45.4458388,8.637461199999999
482730,PIEMONTE,Via Alfazio 5  10046 Poirino ( TO ),Capogruppo ATI; Dicearco Costruzioni srl; Pace Costruzioni srl,44.9211025,7.846222300000001
484444,PIEMONTE,Via San Damiano Macra  12100 Cuneo ( CN ),COIFA srl; Romano Costruzioni & C srl - Gruppo Romano,44.3963666,7.5189003
484950,PIEMONTE,Via Rocca de Baldi 7  12100 Cuneo ( CN ),COIFA srl; Capogruppo ATI,44.3904757,7.566931800000001
486880,PIEMONTE,Fr. Abbadia Alpina  10064 Pinerolo ( TO ),ICR Costruzioni srl,44.88587159999999,7.3095834
488230,PIEMONTE,Via Roma  13854 Quaregna Cerreto ( BI ),ISI Costruzioni Generali srl,45.5671617,8.153512
488911,Veneto senza verona e vicenza,Via San Francesco  35020 Ponte San Nicolò ( PD ),Scapin Costruzioni srl,45.3616573,11.9374784
489197,PIEMONTE,P.za Alciati 4-11-15  13100 Vercelli ( VC ),Notarimpresa SpA,45.3245668,8.424615900000001
489424,PIEMONTE,Via Giaveno   10040 Rivalta di Torino ( TO ),Gemina srl,45.0132074,7.5045824
489613,PIEMONTE,C.so Trieste 41  10024 Moncalieri ( TO ),Consorzio Stabile Energos; Fenix Consorzio Stabile scarl,45.009234,7.670859699999999
489615,PIEMONTE,Via S.Maria 78/80/82  10024 Moncalieri ( TO ),Studio Oikos srl,44.9920664,7.6638633
489750,emilia romagna,Loc. Quara  42010 Toano ( RE ),Tazzioli e Magnani srl,44.356627,10.5078975
489767,PIEMONTE,Via G. Ferraris  13100 Vercelli ( VC ),Notarimpresa SpA,45.3277404,8.4200875
490142,PIEMONTE,Via Dante 87-89  13100 Vercelli ( VC ),Notarimpresa SpA,45.3266061,8.4197123
490161,emilia romagna,Via Zanasi 60  41013 Castelfranco Emilia ( MO ),Capogruppo ATI; Mei Tecnologie e Costruzioni srl,44.593983,11.052136
490196,emilia romagna,Via Europa  47822 Santarcangelo di Romagna ( RN ),FLP Costruzioni srl,44.0604613,12.4577732
490467,emilia romagna,Via Grandi 195  41019 Soliera ( MO ),ArCo Lavori s.coop.consortile; VF Costruzioni e Restauri srl,44.73987289999999,10.925054
490773,PIEMONTE,St. Becco d'Ania  12038 Savigliano ( CN ),Immobiliare Santarosa srl,44.6481313,7.6539457
491290,emilia romagna,Via Puccini  40026 Imola ( BO ),Mucini Srl di Mucini Gianfranco,44.3462132,11.6855878
491589,Veneto senza verona e vicenza,Via Stadio 16  31015 Conegliano ( TV ),Golden Art srl,45.8814895,12.3047018
491816,PIEMONTE,Via Santa Caterina 25  15011 Acqui Terme ( AL ),Bianchi Costruzioni sas di Bianchi geom Carlo e C,44.6733784,8.464229999999999
493747,emilia romagna,Via Tine  44022 Comacchio ( FE ),Cires Società Cooperativa; Consorzio Integra Società Cooperativa; Seep Bo srl; assegnato,44.6859721,12.1940148
493748,emilia romagna,Via Risorgimento  44022 Comacchio ( FE ),Alco Costruzioni srl,44.6783948,12.2299464
494586,PIEMONTE,Via Calderara 12-18  28100 Novara ( NO ),Gruppo Tecnoimprese srl,45.4453275,8.645506899999999
494678,PIEMONTE,Via Beale  10094 Giaveno ( TO ),Consorzio Innova Società Cooperativa,45.0343803,7.3468669
495412,emilia romagna,Via Lama di Reno 30  40043 Marzabotto ( BO ),Balestri Srl; Effe-Gi Impianti Srl,44.3634498,11.216306
495495,emilia romagna,V.le Amerigo Vespucci  48125 Ravenna ( RA ),Galileo srl,44.3241064,12.3337811
495536,PIEMONTE,Loc. Area Altipiano  12100 Cuneo ( CN ),Giordano Costruzioni srl,44.3844766,7.5426711
495903,emilia romagna,Via Saragat  40019 Sant'Agata Bolognese ( BO ),Edilcraft srl,44.6595848,11.1456225
496253,Veneto senza verona e vicenza,Via Martiri delle Foibe  32036 Sedico ( BL ),Tena srl,46.1138677,12.0928919
496384,emilia romagna,Via Sacco e Vanzetti  44021 Codigoro ( FE ),Cires Società Cooperativa; Consorzio Integra Società Cooperativa; Seep Bo srl,44.8296325,12.1162043
496560,emilia romagna,Via Tisi 4  44011 Argenta ( FE ),Cires Società Cooperativa; Consorzio Integra Società Cooperativa; Seep Bo srl,44.6107088,11.8420214
496599,emilia romagna,Via R. Livatino 2  43039 Salsomaggiore Terme ( PR ),Renato Monica srl; integrato,44.81658849999999,9.9945036
496671,emilia romagna,Via Verga 2  44047 Terre del Reno ( FE ),Medil srl Costruzioni Generali,44.8019071,11.4133937
496776,emilia romagna,Via Andrea Costa 4  42016 Guastalla ( RE ),Edilpiù di Vaccari Emerenzio & C Snc,44.9212965,10.6504698
496932,emilia romagna,Via Rodolfo Morandi 1  44023 Lagosanto ( FE ),P & C Costruzioni srl; Rico Costruzioni srl; integrato,44.7625854,12.1453606
496942,emilia romagna,Via Lorenzini 1  44020 Ostellato ( FE ),Medil srl Costruzioni Generali,44.7652349,11.8729277
496946,emilia romagna,Via Roma 39  44015 Portomaggiore ( FE ),Alco Costruzioni srl,44.6994501,11.8062143
497722,emilia romagna,Via Nenni 41  44028 Poggio Renatico ( FE ),Medil srl Costruzioni Generali; integrato,44.76243849999999,11.4895676
497909,emilia romagna,Via Focherini  41043 Formigine ( MO ),Frascari Ferruccio SpA,44.5799229,10.8447998
498532,emilia romagna,V.le Piemonte  47838 Riccione ( RN ),Sorgente srl,44.0077449,12.6269914
498895,emilia romagna,Via B.go San Giuseppe 32  43125 Parma ( PR ),Cams Servizi Edili srl; Capogruppo ATI; F.lli B System Srl,44.7997812,10.3191568
498898,emilia romagna,Via del Garda 8  43123 Parma ( PR ),Cams Servizi Edili srl; Capogruppo ATI,44.8023183,10.3503157
499023,PIEMONTE,Via Martiri  12081 Beinette ( CN ),Impresa Edile Marchisio di Marchisio Renato & C,44.3667195,7.6426329
500059,Veneto senza verona e vicenza,Via della Pace  45010 Villadose ( RO ),Edilcos Costruzioni srl,45.0740046,11.8920927
500506,PIEMONTE,Via Buonarroti 18  28100 Novara ( NO ),Costruzioni Edili Ferrò srl,45.4427088,8.6149559
500595,emilia romagna,Via Card.Maculani  29100 Piacenza ( PC ),Housingest Network Srl,45.0588439,9.6945459
500677,PIEMONTE,Via G. Pacchiotti   10094 Giaveno ( TO ),Macchia srl,45.0776928,7.6274815
500774,PIEMONTE,Via Comba Romana  12026 Piasco ( CN ),Rinaudo Costruzioni di Rinaudo Francesco & C snc,44.56238,7.4513213
500955,Veneto senza verona e vicenza,Q.re. San Liberale  31100 Treviso ( TV ),Capogruppo ATI; Ecis Global srl; Mini Costruzioni Srl,45.5494774,12.3366256
501108,PIEMONTE,C.so Stati Uniti 21  10128 Torino ( TO ),Primula Costruzioni srl,45.06249469999999,7.6701742
501670,PIEMONTE,Via Cavour 3  28100 Novara ( NO ),Capogruppo ATI,45.4493226,8.6218956
501856,PIEMONTE,Area ex Veglio   10154 Torino ( TO ),Mattioda Pierino & Figli SpA,45.0998344,7.710656600000001
502430,emilia romagna,Str. del Lazzaretto  43123 Parma ( PR ),Buozzi & C. Costruzioni srl,44.7613676,10.3761713
502432,emilia romagna,Via Budellungo Est  43123 Parma ( PR ),Immobiliare Farnese srl,44.781875,10.356819
503391,PIEMONTE,Via Costantino Perazzi 34  28100 Novara ( NO ),Frola Group Costruzioni,45.4411356,8.6082627
503806,emilia romagna,Via Gandolfi  40050 Castello d'Argile ( BO ),Merighi srl,44.6762477,11.2955451
503994,Veneto senza verona e vicenza,Via W. Ferrari 30  45100 Rovigo ( RO ),Milan Luigi srl,45.0748447,11.7850885
504015,PIEMONTE,St. Romana  10040 Caselette ( TO ),Impresapiemonte srl,45.107729,7.4823481
504053,emilia romagna,Via Fenuzzi   41049 Sassuolo ( MO ),Acea Costruzioni SpA,44.5400508,10.7824231
504244,emilia romagna,via Benassi  41122 Modena ( MO ),Morbio Costruzioni SpA,44.6573172,10.9279091
504281,PIEMONTE,Via Umberto I  10060 Piscina ( TO ),Impregest srl,44.9153292,7.4283998
504317,TRENTINO ALTO ADIGE,Via Filzi 8  38122 Trento ( TN ),Mastropasqua Costruzioni srl,46.0588017,11.1195721
504369,TRENTINO ALTO ADIGE,Via Salita dei Molini  38123 Trento ( TN ),Rs Iniziative srl,46.0460241,11.1471511
504390,TRENTINO ALTO ADIGE,Via delle Tre Croci 52  38121 Trento ( TN ),Franceschini Paolo srl,46.12672449999999,11.1152692
504507,TRENTINO ALTO ADIGE,Via Maioliche 40  38068 Rovereto ( TN ),Bertolini Ocea Impianti srl; DEGA di Gasperini Miriam & C sas,45.8830613,11.0376815
504521,TRENTINO ALTO ADIGE,Via Claudia Augusta 87/89  39100 Bolzano ( BZ ),AP Elettrica snc di Alberto Pecoraro e C.; Capogruppo ATI; Termoidraulica Parotto Vittorino srl,46.48219049999999,11.3425006
505010,PIEMONTE,Via Luigi Einaudi 26-28  12011 Borgo San Dalmazzo ( CN ),Giuggia Costruzioni srl,44.3343952,7.495040200000001
505048,emilia romagna,Via Autoparco  47122 Forlì ( FC ),CSC Costruzioni srl; Capogruppo ATI; Minicucci Cairo Srl,44.2323214,12.0342214
505109,Veneto senza verona e vicenza,Via San Francesco  35028 Piove di Sacco ( PD ),Lasa F.lli Nata srl,45.2922868,12.0345921
505156,PIEMONTE,Via Argentera  10086 Rivarolo Canavese ( TO ),Mautino Armando & C snc,45.3164247,7.7224179
505539,emilia romagna,Str. Corletto Sud 237  41123 Modena ( MO ),VF Costruzioni e Restauri srl,44.6248705,10.8420252
505769,PIEMONTE,Via Peschiera 12  10036 Settimo Torinese ( TO ),Senna Costruzioni srl,45.1324624,7.7730917
506787,emilia romagna,Via Alda Merini 2   40055 Castenaso ( BO ),Abitare Villanova srl,44.50906699999999,11.4689067
506874,PIEMONTE,Via Passerella  28831 Baveno ( VB ),Tecno Costruzioni srl,45.9745208,8.4213918
507738,PIEMONTE,Via Giuseppe Zanoia 22  28100 Novara ( NO ),FIDES srl,45.4384472,8.6120285
507834,Veneto senza verona e vicenza,Via Arco di Giano  35129 Padova ( PD ),Industrie Edili SpA,45.4226426,11.9159623
508641,PIEMONTE,Loc. Riva Valdobbia  13021 Alagna Valsesia ( VC ),Bertini Costruzioni srl,45.8328014,7.954300900000001
509281,Veneto senza verona e vicenza,Via Manzoni   35020 Albignasego ( PD ),Aquarius Immobiliare srl,45.3496869,11.847716
509372,Veneto senza verona e vicenza,Via Armando Diaz 62  35031 Abano Terme ( PD ),Frizzarin Carlo srl,45.362302,11.7939847
509708,PIEMONTE,C.so Grosseto 115  10147 Torino ( TO ),Consorzio Stabile Artemide,45.1040943,7.680598499999999
510093,Veneto senza verona e vicenza,Via De Gasperi  35030 Rubano ( PD ),Tiemme Costruzioni Edili SpA,45.4307244,11.7941166
510689,emilia romagna,Navile  40122 Bologna ( BO ),G&G srl,44.499511,11.3385999
510751,emilia romagna,Via Ca' Rossa  47121 Forlì ( FC ),Valbonetti Costruzioni srl,44.2012531,12.0402867
510855,emilia romagna,Via Verga 62  44124 Ferrara ( FE ),Rico Costruzioni srl; integrato; integrato aggiudicato all'impresa segnalata che ha indicato i,44.8222858,11.5990795
511389,Veneto senza verona e vicenza,Via Risorgimento  35020 Albignasego ( PD ),New Costruzioni srl,45.3369134,11.9034182
511610,TRENTINO ALTO ADIGE,Loc. Canova di Gardolo  38121 Trento ( TN ),Cermis srl; Trento Due srl,46.0991046,11.1086043
512015,emilia romagna,via Col di Lana  44042 Cento ( FE ),Tassi Group Holding srl,44.7608024,11.2872967
512319,PIEMONTE,Via Nobili De Toma  28017 San Maurizio d'Opaglio ( NO ),Simonotti Franco Costruzioni srl,45.7806172,8.389165
512649,emilia romagna,Loc. Milano Marittima  48015 Cervia ( RA ),Gruppo Ritmo srl,44.2680664,12.3553337
513949,emilia romagna,Via S.Marina 35  40010 Bentivoglio ( BO ),Paolucci Costruzioni srl,44.6031573,11.4179637
514086,PIEMONTE,Via Verrua  10040 Osasio ( TO ),Costruttori Qualificati srl,44.8703767,7.607706
514322,TRENTINO ALTO ADIGE,Via delle Piazzole 27  38123 Trento ( TN ),Postal Ivano srl,46.0151175,11.10421
514335,PIEMONTE,Via Roma  12010 Cervasca ( CN ),Effettotetto snc,44.3824118,7.468498
514360,PIEMONTE,Via Vecchia di Borgo San Dalmazzo  12100 Cuneo ( CN ),ICEG snc di Gallo Giuseppe & Figli,44.3726676,7.5273589
514439,Veneto senza verona e vicenza,fr. Mejaniga  35010 Cadoneghe ( PD ),Furlan Costruzioni srl,45.4542321,11.9013505
515182,emilia romagna,Via Collodi 3  40024 Castel San Pietro Terme ( BO ),Romagnoli Costruzioni Edili srl,44.421295,11.520178
515185,emilia romagna,P.zza Togliatti  47035 Gambettola ( FC ),Impresa Edile Medri Renzo & C. snc,44.1063682,12.3363412
515210,PIEMONTE,Via Vercelli  13012 Borgo Vercelli ( VC ),Vesoli Francesco srl,45.3534303,8.4614247
515418,emilia romagna,Via Spadari  44121 Ferrara ( FE ),Costruzioni Borelli,44.8384874,11.6170539
516711,emilia romagna,via Abeti 22  44022 Comacchio ( FE ),Albieri srl,44.668213,12.2446034
516751,PIEMONTE,Via San Paolo della Croce  28062 Cameri ( NO ),Nderjaku Ervis Impresa Edile,45.5098885,8.6664907
517255,emilia romagna,via Moreali 245  41124 Modena ( MO ),Safim srl,44.6371595,10.9387389
517297,emilia romagna,Via Mavora  40019 Sant'Agata Bolognese ( BO ),Scandia Costruzioni srl,44.666801,11.1252383
517541,emilia romagna,Via Speranza  40068 San Lazzaro di Savena ( BO ),Gruppo Dipierri SpA,44.4755738,11.4118767
517610,emilia romagna,via Terracini  40131 Bologna ( BO ),Gruppo Dipierri SpA,44.5157674,11.3206699
517989,emilia romagna,Via del Pereto  29029 Rivergaro ( PC ),Tibulli Costruzioni srl,44.916505,9.5936689
518049,emilia romagna,Via Caduti per la libertà 16  47814 Bellaria-Igea Marina ( RN ),Tosi Immobiliare,44.148853,12.4595989
518691,PIEMONTE,Via Vittorio Veneto 8  10040 Leini ( TO ),Stepa srl immobiliare,45.1891025,7.7210775
518695,PIEMONTE,Via Salassa  10086 Rivarolo Canavese ( TO ),Costantino Costruzioni Edili srl,45.3245667,7.7165604
518716,emilia romagna,Via Udine  41125 Modena ( MO ),Aspen srl,44.6307743,10.925118
518963,emilia romagna,Via Nazionale 86  40038 Vergato ( BO ),IOLA Costruzioni srl,44.29088600000001,11.1155982
519031,Veneto senza verona e vicenza,Via degli Zabarella  35121 Padova ( PD ),Carron SpA,45.4074091,11.879131
519033,Veneto senza verona e vicenza,Via Oroboni  45100 Rovigo ( RO ),Consorzio Innova Società Cooperativa,45.0736667,11.7989752
519052,emilia romagna,Via Alessandro Manzoni  40012 Calderara di Reno ( BO ),Industrie Edili SpA,44.4769329,11.2694066
519076,PIEMONTE,Via Madonna del Colletto   12100 Cuneo ( CN ),COIFA srl; Capogruppo ATI,44.3775002,7.528054
519182,emilia romagna,Loc. Ponte Palagio  40030 Grizzana Morandi ( BO ),Balestri Srl; Bernardi Sergio Srl; Capogruppo ATI; Tovoli Primo Srl,44.22773919999999,11.0577405
