Blocco,Ordine,ID Progetto,Indirizzo,Impresa,Tempo cumulato (s)
2,41,542609,V.le delle Americhe  48122 Ravenna ( RA ),Gruppo Ritmo srl,73338
2,42,495495,V.le Amerigo Vespucci  48125 Ravenna ( RA ),Galileo srl,75978
2,43,536083,Via Solarolo snc  48125 Ravenna ( RA ),Gruppo Ritmo srl,77327
2,44,536084,Via Lord Byron snc  48125 Ravenna ( RA ),Gruppo Ritmo srl,78646
2,45,512649,Loc. Milano Marittima  48015 Cervia ( RA ),Gruppo Ritmo srl,80379
2,46,518880,Via Saffi 110/A  47042 Cesenatico ( FC ),Ambroedil di Ambrosio Antonio; B Impianti Elettrici srls; Consorzio CAIEC soc coop arl; assegnato,82481
2,47,532124,Via Savio snc  47814 Bellaria-Igea Marina ( RN ),Pompili Daniele,84050
2,48,539779,Via Ravenna ang. Via Savio   47814 Bellaria-Igea Marina ( RN ),Moma srl,85250
2,49,534750,Via Balbi 10  47814 Bellaria-Igea Marina ( RN ),Ab Carpentier srl,86649
2,50,518049,Via Caduti per la libertà 16  47814 Bellaria-Igea Marina ( RN ),Tosi Immobiliare,88092
2,51,534558,Via G. Garibaldi snc  47814 Bellaria-Igea Marina ( RN ),Due Laghi srl,89721
2,52,532428,Via Foglino snc   47922 Rimini ( RN ),Nuova Vittoria Soc. Coop.; assegnato,91221
2,53,540100,Via Pasquale Tosi  47822 Santarcangelo di Romagna ( RN ),Bolognesi Vittorio & C. sas; assegnato,92899
2,54,490196,Via Europa  47822 Santarcangelo di Romagna ( RN ),FLP Costruzioni srl,94347
2,55,497418,Via Celletta dell'Olio  47822 Santarcangelo di Romagna ( RN ),Dolci Ezio,95714
2,56,502674,Via Celletta dell’Olio 649  47822 Santarcangelo di Romagna ( RN ),EnCam Srl,96935
2,57,532474,Via Ugo La Malfa  47822 Santarcangelo di Romagna ( RN ),Immobiliare Borgo Spina srl,98308
2,58,455789,Via Costa 106  47822 Santarcangelo di Romagna ( RN ),Zanon Prefabbricati,99823
2,59,523110,via Del Sole  47030 San Mauro Pascoli ( FC ),Le Case di Foschi,101632
2,60,515185,P.zza Togliatti  47035 Gambettola ( FC ),Impresa Edile Medri Renzo & C. snc,103593
2,61,535601,via Loreto  47521 Cesena ( FC ),Impresa Edile Medri Renzo & C. snc,104968
2,62,533810,via Verdi  47035 Gambettola ( FC ),Gruppo Ritmo srl,106452
2,63,533811,Via Emilia Ponente snc  47522 Cesena ( FC ),CRCS Cooperativa Restauri Costruzioni e Servizi; assegnato,108550
2,64,540191,Via Santa Croce  47032 Bertinoro ( FC ),Antonelli Edilizia srl; assegnato,110094
2,65,522326,Via della Repubblica  47034 Forlimpopoli ( FC ),Gazzoni srl,111695
2,66,481673,Via Brando Brandi  47121 Forlì ( FC ),Olivucci Enea Srl,113681
2,67,510751,Via Ca' Rossa  47121 Forlì ( FC ),Valbonetti Costruzioni srl,115243
2,68,505048,Via Autoparco  47122 Forlì ( FC ),CSC Costruzioni srl; Capogruppo ATI; Minicucci Cairo Srl,117010
2,69,532425,Via Maroncelli 40  47121 Forlì ( FC ),Immobiliare Maroncelli srl; assegnato,118626
2,70,512017,Via Cornacchia  48018 Faenza ( RA ),Immobiliare Due Fonti srl,121480
2,71,496560,Via Tisi 4  44011 Argenta ( FE ),Cires Società Cooperativa; Consorzio Integra Società Cooperativa; Seep Bo srl,125844
2,72,496930,Via Vittorio Emanuele II 20/ a-b  44027 Fiscaglia ( FE ),GC Appalti srl; assegnato; integrato,129167
2,73,479028,Via P. Togliatti  40050 Monte San Pietro ( BO ),Ter Costruzioni srl,129167
2,74,528313,Loc. Savigno  40053 Valsamoggia ( BO ),Sogei srl,131484
2,75,507710,Via Ca' Bianca  41057 Spilamberto ( MO ),Costruire Bio,134496
2,76,538456,via Papa Giovanni Paolo II  41018 San Cesario sul Panaro ( MO ),Bibiemme Srls; assegnato + RT Costruzioni; assegnato,136320
2,77,542770,Via Papa Giovanni Paolo II   41018 San Cesario sul Panaro ( MO ),Ghirlandina Buildings srl; assegnato,137520
2,78,490161,Via Zanasi 60  41013 Castelfranco Emilia ( MO ),Capogruppo ATI; Mei Tecnologie e Costruzioni srl,139185
2,79,517297,Via Mavora  40019 Sant'Agata Bolognese ( BO ),Scandia Costruzioni srl,141237
2,80,539940,Loc. Mavora  40019 Sant'Agata Bolognese ( BO ),Scandia Costruzioni srl; assegnato,142437
2,81,495903,Via Saragat  40019 Sant'Agata Bolognese ( BO ),Edilcraft srl,143832
2,82,539164,Via del Papa  40014 Crevalcore ( BO ),Impresa Edile Monfredini di Monfredini Geom. Carlo; assegnato,145700
2,83,535656,via Neri  41032 Cavezzo ( MO ),Edili Benatti snc; assegnato,148221
2,84,490467,Via Grandi 195  41019 Soliera ( MO ),ArCo Lavori s.coop.consortile; VF Costruzioni e Restauri srl,150524
2,85,532203,Via Molinari 33  41012 Carpi ( MO ),La Concordia Costruzioni srl; assegnato,152622
2,86,494465,Via Mar Nero  41012 Carpi ( MO ),Garc SpA; assegnato,154304
2,87,538460,Via Cavour 51  42017 Novellara ( RE ),DM Costruzioni srl; assegnato,156713
2,88,522788,Via Boiardi - Via V. Emanuele II  42048 Rubiera ( RE ),Samoter del geom.Munno Antonio; aggiudicato all'impresa segnalata che ha; assegnato,159109
2,89,526283,Via Marmirolo 24  42019 Scandiano ( RE ),ICOED srl Unipersonale; aggiudicato all'impresa segnalata che ha; assegnato,160867
2,90,534235,V.le della Repubblica   42019 Scandiano ( RE ),Cooperativa Edilizia San Martino; Poldo srl,162544
2,91,526171,Via Ariosto  42020 Albinea ( RE ),Andria s.coop.rl,164228
2,92,530136,Via Giulio Mattioli  42020 Albinea ( RE ),F&F Costruzioni Generali,165503
2,93,529755,Via Vittorio Emanuele II  42020 Albinea ( RE ),Edilbelli srl,167151
2,94,509232,Via Dalmazia 85  42124 Reggio nell'Emilia ( RE ),R.Z. srl; assegnato,169267
2,95,529681,Via Maria Montessori  42049 Sant'Ilario d'Enza ( RE ),FraLuRo Costruzioni Generali Srl,171867
2,96,541345,Strada Budellungo   43123 Parma ( PR ),DB Consulting srl; assegnato,173798
2,97,541348,Via Erberto Carboni  43123 Parma ( PR ),La Torre srl,175101
2,98,502432,Via Budellungo Est  43123 Parma ( PR ),Immobiliare Farnese srl,176475
2,99,541337,Via Budellungo Est   43123 Parma ( PR ),DB Consulting srl; assegnato,177675
2,100,524246,Via Malaspina 38  43123 Parma ( PR ),Impresa ing.Marchesini srl,179104
2,101,520085,via Cassio Parmense  43123 Parma ( PR ),Impresa ing.Marchesini srl,180370
2,102,498898,Via del Garda 8  43123 Parma ( PR ),Cams Servizi Edili srl; Capogruppo ATI,181884
2,103,538869,via Emilia Ovest  43126 Parma ( PR ),Fa 10 Srl; assegnato,183567
2,104,530550,Via Caduti di Nassrya  43126 Parma ( PR ),Bucci SpA,185075
2,105,498895,Via B.go San Giuseppe 32  43125 Parma ( PR ),Cams Servizi Edili srl; Capogruppo ATI; F.lli B System Srl,186694
2,106,502430,Str. del Lazzaretto  43123 Parma ( PR ),Buozzi & C. Costruzioni srl,188626
2,107,534381,Via Basse - Monticelli terme  43022 Montechiarugolo ( PR ),Sercal Costruzioni srl,190268
2,108,542719,Via Andrea Borri   43022 Montechiarugolo ( PR ),Arcadue Immobiliare srl; assegnato,191660
2,109,533261,Via Schianchi  43022 Montechiarugolo ( PR ),Nous costruzioni srl,193039
2,110,519418,via ettore e ugo gennari  43124 Parma ( PR ),Costruzioni Ferrari Sgavetti srl,195334
2,111,532132,Via Piccoli  43038 Sala Baganza ( PR ),Immobiliare Malatesta srl + Immobiliare Malatesta srl; assegnato,197521
2,112,476035,Loc. Castelguelfo  43010 Fontevivo ( PR ),Scaramuzza Fabrizio srl,199832
2,113,499256,via Mirti  43015 Noceto ( PR ),Classe A srl,201167
2,114,541249,Via Formica (ex c.d.1)   43015 Noceto ( PR ),Rgm New srl,202888
2,115,539690,S.P. Coduro 11Q  43036 Fidenza ( PR ),Immobiliare Irene srls; assegnato,204739
2,116,535650,via Ponte Nuovo  43036 Fidenza ( PR ),Edilfidenza Due Coop.s.coop.a rl; assegnato,206134
2,117,532610,Via Trieste 5-7  43036 Fidenza ( PR ),CAMAR Società Cooperativa; F.lli B System Srl; assegnato; integrato,207634
2,118,496599,Via R. Livatino 2  43039 Salsomaggiore Terme ( PR ),Renato Monica srl; integrato,209467
2,119,524785,Via Ricostruzione  29014 Castell'Arquato ( PC ),Quattoli Giacomo Costruzioni Edili srl,212142
2,120,531960,Via Romeo Magnaschi   29013 Carpaneto Piacentino ( PC ),Rossi e Signaroldi Costruzioni srl,214272
2,121,531347,Via De Andrè  29010 Pontenure ( PC ),Camia Costruzioni srl,216252
2,122,541938,Via Mazzoni   29027 Podenzano ( PC ),BSB Edilizia snc di Bonfanti Enrico & C.; assegnato,218132
2,123,479436,PEEP Q.re Farnesiana  29122 Piacenza ( PC ),BeGen Infrastrutture srl,220124
2,124,530260,Via Matteotti 38/40  29020 Gossolengo ( PC ),Man Buildings Srl,221954
2,125,517989,Via del Pereto  29029 Rivergaro ( PC ),Tibulli Costruzioni srl,223941
2,126,500595,Via Card.Maculani  29100 Piacenza ( PC ),Housingest Network Srl,226703
2,127,528205,Via Melchiorre Gioia 1/b  29015 Castel San Giovanni ( PC ),Enenso srl,229274
2,128,531655,Via Alighieri  29011 Borgonovo Val Tidone ( PC ),Innovaty Immobiliare srl; assegnato + Project House srl; assegnato,230952
2,129,513031,Via Prati    29011 Borgonovo Val Tidone ( PC ),Edilvaltidone srl,232294
2,130,532606,Via Mario Zaniboni  43011 Busseto ( PR ),Alpha Costruzioni; assegnato,236764
2,131,522495,Str. Varana snc   43017 San Secondo Parmense ( PR ),Unicrea srls; assegnato,239257
2,132,539786,Strada Varana  43017 San Secondo Parmense ( PR ),BDM Costruzioni di Daracchi srl,240457
2,133,528103,via Don Orsi  43013 Langhirano ( PR ),Chiastra & Pattera Costruzioni srl,244383
2,134,522928,Via Aldo Fochi  43013 Langhirano ( PR ),Chiastra & Pattera Costruzioni srl,245652
2,135,522784,Via S.Matteo 55  42020 San Polo d'Enza ( RE ),Edil F.lli Leto snc,248388
2,136,533556,Via Toscanini  42013 Casalgrande ( RE ),Immobiliare Poggio 70 srl; assegnato,252010
2,137,533809,circonvallazione nord-est snc  41049 Sassuolo ( MO ),Fondamenta Srl; assegnato,253653
2,138,535755,Via Silvio Pellico 6  41042 Fiorano Modenese ( MO ),Edifica srl,255179
2,139,539049,Via Del Commercio 19  41042 Fiorano Modenese ( MO ),ICOED srl Unipersonale; aggiudicato; assegnato,256631
3,1,530206,Via Pertini  41042 Fiorano Modenese ( MO ),Arcadia Immobiliare srl,0
3,2,536388,Via Virginia Woolf  41053 Maranello ( MO ),Home Immobili srl; assegnato + San Giacomo srl,1504
3,3,531654,Via Elsa Morante  41053 Maranello ( MO ),Immobiliare Le Querce srl,2865
3,4,463397,Via Cappella 109  41053 Maranello ( MO ),CME Consorzio Imprenditori Edili s.coop.,4267
3,5,527082,Via Frattini  41053 Maranello ( MO ),Progetto Edile srl,5836
3,6,497909,Via Focherini  41043 Formigine ( MO ),Frascari Ferruccio SpA,7797
3,7,505539,Str. Corletto Sud 237  41123 Modena ( MO ),VF Costruzioni e Restauri srl,9474
3,8,525186,Via Zini  41123 Modena ( MO ),Classe Immobiliare srl,11256
3,9,504244,via Benassi  41122 Modena ( MO ),Morbio Costruzioni SpA,12892
3,10,477671,Via Canaletto  41124 Modena ( MO ),ITI Impresa Generale SpA; assegnato; integrato,14185
3,11,469977,Via Nonantolana 221  41122 Modena ( MO ),ArCo Lavori s.coop.consortile; VF Costruzioni e Restauri Srl + Scientia srl,15583
3,12,536434,Str. Saliceto Panaro  41122 Modena ( MO ),Costruzioni Iris srl,17179
3,13,524175,Via Campi 213  41125 Modena ( MO ),CGA Costruzioni Generali Appennino srl; Capogruppo ATI,18545
3,14,517255,via Moreali 245  41124 Modena ( MO ),Safim srl,19946
3,15,518716,Via Udine  41125 Modena ( MO ),Aspen srl,21470
3,16,454307,Via S.Eufemia 25  41121 Modena ( MO ),AEC Costruzioni srl,23208
3,17,504053,Via Fenuzzi   41049 Sassuolo ( MO ),Acea Costruzioni SpA,26094
3,18,489750,Loc. Quara  42010 Toano ( RE ),Tazzioli e Magnani srl,30360
3,19,534434,Via Spinelli  42016 Guastalla ( RE ),La Pieve Domus; assegnato,30360
3,20,496776,Via Andrea Costa 4  42016 Guastalla ( RE ),Edilpiù di Vaccari Emerenzio & C Snc,31864
3,21,527249,Via Orione  47923 Rimini ( RN ),Genius srl,31864
3,22,520908,via Buonamici - via Gravina  47924 Rimini ( RN ),Mar Bell srl,33655
3,23,521511,V.le Siracusa  47924 Rimini ( RN ),Oasi srl,35176
3,24,521477,Via Marconi 11   47924 Rimini ( RN ),Modulo Costruzioni,36589
3,25,514418,Via Arona 4  47838 Riccione ( RN ),CEAR Consorzio Edili Artigiani Ravenna Soc.; Cavallaro Costruzioni; Impiantistica Di Sabba Lazzaro & C Srl; aggiudicato al Consorzio segnalato che ha; assegnato,38093
3,26,498532,V.le Piemonte  47838 Riccione ( RN ),Sorgente srl,39499
3,27,529152,via Circonvallazione 6  47838 Riccione ( RN ),Massari Group srl,41007
3,28,447227,Via Bergamo  47838 Riccione ( RN ),I Platani srl; integrato aggiudicato all'impresa segnalata che ha indicato i,42363
3,29,526121,Via Nazionale Adriatica 185  47843 Misano Adriatico ( RN ),Planeta srl; assegnato; integrato aggiudicato all'impresa segnalata,43960
3,30,537074,Via Allende 101  47841 Cattolica ( RN ),Rocar Costruzioni srl,45518
3,31,523747,Via Risorgimento 25  47841 Cattolica ( RN ),Sartori Costruzioni srl,47026
3,32,495897,via Belisardi  47833 Morciano di Romagna ( RN ),Immobiliare Valconca snc; SB Gestioni snc; assegnato,49395
3,33,533808,via Trovatelli 14/16  47834 Montefiore Conca ( RN ),Il Casolare srl; assegnato,51179
3,34,464092,Via Montevecchio  47921 Rimini ( RN ),Venturelli Romolo Srl,54344
3,35,463961,Via del Municipio 2  47028 Verghereto ( FC ),Baglioni srl,54344
3,36,520141,Loc. Balze  47028 Verghereto ( FC ),Edil Balze Srl; Lucos srl,56659
3,37,468109,Via Don Lorenzo Milani  35020 Arzergrande ( PD ),Edil Ciemme srl,56659
3,38,541959,Via Sega 3394  35010 San Giorgio in Bosco ( PD ),Mozzo F.lli snc Costruzioni Edili,60606
3,39,407299,via Verdi  35013 Cittadella ( PD ),Tiemme Costruzioni Edili SpA,62440
3,40,525286,B.go Vicenza  35013 Cittadella ( PD ),Martini Costruzioni Edili; assegnato,63720
3,41,523550,Via Da Vinci  35014 Fontaniva ( PD ),Tiemme Costruzioni Edili SpA,65238
3,42,527859,Via Falcone  35010 Carmignano di Brenta ( PD ),Immobiliare Modena Michela,66971
3,43,519130,Via Borgo Nuovo  31017 Pieve del Grappa ( TV ),Immobiliare Edile Marcon; assegnato,70500
3,44,542124,Via Posa 32   31030 Castelcucco ( TV ),Edilcolli snc; assegnato,72220
3,45,539719,Via Santa Lucia   31030 Castelcucco ( TV ),Costruzioni Dalla Libera srl; assegnato,73618
3,46,496253,Via Martiri delle Foibe  32036 Sedico ( BL ),Tena srl,77613
3,47,526503,Via I Maggio 15  32014 Ponte nelle Alpi ( BL ),Edilprealpi srl; assegnato,80222
3,48,539953,Via Piccola  38051 Borgo Valsugana ( TN ),Kostruire srl,80222
3,49,533486,c.da Vicolo Vattaro  38049 Altopiano della Vigolana ( TN ),Impresa Bailoni Marco & C.snc,83038
3,50,504369,Via Salita dei Molini  38123 Trento ( TN ),Rs Iniziative srl,85120
3,51,531415,loc. Villazzano - salita dei Molini  38123 Trento ( TN ),SEOB srl,86360
3,52,525075,V.le Verona  38123 Trento ( TN ),Edil Nicoletti Costruzioni srl,88033
3,53,522631,Via Einaudi 22  38123 Trento ( TN ),Kostruire srl,89409
3,54,526998,Via Generale Giacomo Medici 40  38123 Trento ( TN ),Costruzioni Angelini srl,90724
3,55,504317,Via Filzi 8  38122 Trento ( TN ),Mastropasqua Costruzioni srl,92160
3,56,522112,Via del Travai  38122 Trento ( TN ),Dalbon Costruzioni srl,93613
3,57,414116,Via Piave   38122 Trento ( TN ),Habitat SpA Impresa Costruzioni,95139
3,58,511610,Loc. Canova di Gardolo  38121 Trento ( TN ),Cermis srl; Trento Due srl,96930
3,59,521221,Via Vittime delle Foibe  38122 Trento ( TN ),Enrico Rigotti Costruzioni,98483
3,60,504390,Via delle Tre Croci 52  38121 Trento ( TN ),Franceschini Paolo srl,100245
3,61,479847,Via Carlo Devigili  38017 Mezzolombardo ( TN ),De Vigili Imm.re srl,102400
3,62,523390,Fraz. Mollaro  38012 Predaia ( TN ),Dinamos s.coop.rl; assegnato,104498
3,63,529636,V.le Trento 21  38010 Andalo ( TN ),Edilferretti srl,107299
3,64,520631,Via Pradel  38010 Andalo ( TN ),Casedil srl,108606
3,65,521188,Loc. Romagnano  38123 Trento ( TN ),Carlini Costruzioni; assegnato,112517
3,66,514322,Via delle Piazzole 27  38123 Trento ( TN ),Postal Ivano srl,113795
3,67,525069,Via A. Raffaelli 3  38060 Volano ( TN ),Edilia srl,115921
3,68,504507,Via Maioliche 40  38068 Rovereto ( TN ),Bertolini Ocea Impianti srl; DEGA di Gasperini Miriam & C sas,117694
3,69,524199,Via del Garda  38065 Mori ( TN ),Concaverde Costruzioni sas + Otto srl,119587
3,70,528688,Via Fabio Filzi 1  38062 Arco ( TN ),Teoca Costruzioni srl,122017
3,71,528818,Via Cerere  38062 Arco ( TN ),Angelini Remo & C srl,123424
3,72,528499,Via Roma 29  38073 Cavedine ( TN ),Rialty srls,126015
3,73,527501,Loc. Vezzano  38096 Vallelaghi ( TN ),Armalam srl,127894
3,74,313694,Zona Gansplatzen  39044 Egna ( BZ ),Mak Costruzioni srl,131492
3,75,526749,Via Marconi  39055 Laives ( BZ ),Dalle Nogare Costruzioni srl,133813
3,76,457187,Via Antonio Pacinotti  39100 Bolzano ( BZ ),Habitat SpA Impresa Costruzioni; assegnato,135708
3,77,504521,Via Claudia Augusta 87/89  39100 Bolzano ( BZ ),AP Elettrica snc di Alberto Pecoraro e C.; Capogruppo ATI; Termoidraulica Parotto Vittorino srl,137141
3,78,472222,Via Castel Flavon 5  39100 Bolzano ( BZ ),Dalle Nogare Costruzioni srl,138533
3,79,354036,Via Alto Adige  39100 Bolzano ( BZ ),CMB Coop.Muratori e Braccianti di Carpi srl,140257
3,80,533226,Via Wehrburg  39010 Andriano ( BZ ),Zima Costruzioni srl,142568
3,81,386443,Fr.Settequerce  39018 Terlano ( BZ ),Mastria Costruzioni srl,144201
3,82,526753,Via della Palade 55  39012 Merano ( BZ ),Dalle Nogare Costruzioni srl,146501
3,83,520729,Q.re al Mühlrain  39021 Laces ( BZ ),Bauunternehmen Latsch GmbH,149581
3,84,524889,Via Karmatsch 45  39029 Stelvio ( BZ ),Rainer Bau GmbH,153366
3,85,533775,via Fiemme  38030 Castello-Molina di Fiemme ( TN ),Conci Costruzioni Srl; assegnato,153366
3,86,534008,loc. Lagorai  38038 Tesero ( TN ),Conci Costruzioni Srl,155254
3,87,527465,Via San Nicolò  38037 Predazzo ( TN ),Impresa Costruzioni Tollot srl,157134
3,88,528938,Loc. Pozza di Fassa  38036 San Giovanni di Fassa ( TN ),Volcan Severino e Figli srl,159543
3,89,531426,via Dante 2  15060 Vignole Borbera ( AL ),Cogedil srl; assegnato,159543
3,90,502032,Via Voltaggio   15066 Gavi ( AL ),Vallemme Costruzioni snc; assegnato,161626
3,91,526829,Via Provinciale 9  15060 Voltaggio ( AL ),CSG Costruzioni srl,163465
3,92,536403,C.so Acqui  15121 Alessandria ( AL ),Gruppo La Rocca srl; assegnato,167665
3,93,478537,Via Cordara  14049 Nizza Monferrato ( AT ),Branda srl; assegnato,170674
